Plate,Well,Id_code,Heterotrophic Bacterioplankton/μL,Synechoococcus/μL,Autotrophic PicoEukaryotes/μL,Notes,Total sample RU after blank subtraction,M:C,BIX,HIX,FI,Ultra Violet Humic-like,Marine Humic-like,Visible Humic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,Fulvic Acid-like,PARAFAC1,PARAFAC2,PARAFAC3,PARAFAC4,PARAFAC5,PARAFAC6
Plate2,B10,N_20_1_AI,938.22,1.53,0.35,NA,92.66503056,1.142216536,0.930430678,0.686200517,1.570969777,0.040135798,0.048705403,0.042641129,0.114391431,0.157849415,0.040297169,0.018695886,0.124112208,0.053557595,0.030815723,0.042923463,0.092716762,0.01691397
Plate2,B11,N_21_1_AI,466.59,0.65,0.08,NA,186.4957142,0.926976026,1.584517746,0.853232358,2.031022091,0.085987336,0.115365499,0.124453595,0.251195911,0.142715404,0.069413549,0.020298181,0.148667182,0.152626312,0.134471341,0.037783733,0.121486509,0.017555698
Plate2,B12,N_22_1_AI,534.36,0.77,0.39,NA,145.1308684,1.170945259,1.291771119,0.829429589,1.957993768,0.078764363,0.109350172,0.093386238,0.22074032,0.149843363,0.058050636,0.02255169,0.134190276,0.124665546,0.119488861,0.045318777,0.133382717,0.020066507
Plate2,C1,N_23_1_AI,577.48,2.01,0.33,NA,157.1626159,1.09349614,1.059735814,0.428606402,1.200820723,0.036931326,0.045664276,0.041759888,0.320748096,0.221813893,0.069714774,0.018098539,0.201887919,0.046024857,0.161237122,0.035356977,0.083089069,0.02031009
Plate2,C2,N_24_1_AI,602.75,1.32,0.49,NA,83.83566649,1.075615564,0.959922003,1.012261205,1.441765968,0.03315431,0.038278622,0.035587642,0.113311003,0.070892508,0.025356881,0.015425449,0.061542869,0.040491885,0.067887549,0.04043348,0.079345647,0.015476393
Plate2,C3,N_25_1_AI,406.86,1.08,0.17,NA,172.256534,1.002679271,0.97751207,0.981838132,1.737819503,0.064090011,0.07495739,0.074757095,0.277308576,0.178473296,0.07159489,0.031850585,0.193040194,0.077057647,0.117599297,0.095804072,0.14070498,0.025073641
Plate2,C4,N_26_1_AI,387,0.65,0.29,NA,65.71109609,1.170076692,0.976624404,0.606456019,1.63103575,0.029217883,0.037004442,0.031625655,0.081646875,0.117787791,0.045615648,0.01410292,0.101219786,0.04118417,0.022105433,0.032274269,0.072347896,0.011637162
Plate2,C5,N_27_1_AI,577.59,1.04,0.43,NA,214.8259137,1.097826984,0.820459091,0.462840759,1.418183256,0.06598115,0.073606399,0.067047358,0.489090832,0.310992356,0.101277812,0.029337471,0.3322573,0.070093652,0.204970306,0.062231061,0.104100617,0.028563009
Plate2,C6,N_28_1_AI,651.49,1.48,0.33,NA,200.5291228,1.350636238,1.084329838,0.481416965,0.832102928,0.06724132,0.082870648,0.061356748,0.378055057,0.177113492,0.074037843,0.036600242,0.227838997,0.070721288,0.185768274,0.04796497,0.098874234,0.047949038
Plate2,C7,N_29_1_AI,718.14,1.91,0.95,NA,83.71156007,1.229732642,1.077850753,1.044699646,1.617925196,0.036017581,0.045885058,0.037313036,0.120903824,0.055162931,0.033733784,0.015053833,0.051317084,0.045467824,0.081308479,0.034766209,0.073005166,0.014994065
Plate2,C8,N_30_1_AI,361,0.28,0.57,NA,113.9933013,1.123933434,0.949296646,0.775934131,1.640144183,0.042964611,0.052118329,0.046371367,0.154954674,0.158207739,0.044975801,0.021511424,0.128324685,0.055355102,0.063532595,0.054705113,0.101821617,0.01817368
Plate2,C9,N_31_1_AI,342.49,0.44,0.17,NA,222.5172792,0.947036442,1.192191846,0.815329353,1.701425122,0.0682373,0.083673013,0.088352474,0.427266038,0.23812969,0.077582374,0.03661486,0.275581957,0.087033158,0.185723682,0.103855585,0.134028209,0.028534031
Plate2,C10,N_32_1_AI,478.44,0.61,0.29,NA,75.90562102,1.198040637,1.211038679,0.903043165,1.680046035,0.034867829,0.045453616,0.037939962,0.084643667,0.099864142,0.018632437,0.017378048,0.077019015,0.048591112,0.033770395,0.040649048,0.078739017,0.013467264
Plate2,C11,N2_Ocean_4_AI,455.57,0.84,1.03,NA,70.07944992,1.112253028,0.963156684,1.292614492,1.594214786,0.029031856,0.033325671,0.029962311,0.05599065,0.040920268,0.00850033,0.014478208,0.036928731,0.034541801,0.030756388,0.032630011,0.057874458,0.013553696
Plate2,C12,N_1_4_AI,1038.8,0.81,0.51,NA,185.0591937,1.08767559,0.971932125,0.85164441,1.334483858,0.072050148,0.085208937,0.078340397,0.252080145,0.186441733,0.069107966,0.039594396,0.190704517,0.087186966,0.107502482,0.084766591,0.138292541,0.036520372
Plate2,D1,N_2_4_AI,762.87,0.43,0.52,NA,84.63061304,1.051268287,0.991499468,1.383756379,1.518793862,0.040062689,0.048382091,0.046022592,0.080919576,0.057242725,0.014211031,0.021184007,0.053801223,0.05212539,0.041614883,0.048904804,0.082177006,0.019191241
Plate2,D2,N_3_4_AI,801.55,0.48,0.33,NA,97.09390297,1.239298241,0.887826469,1.109515967,1.602572061,0.042743596,0.049369651,0.03983678,0.117913513,0.076995562,0.034113347,0.016932863,0.070993886,0.048901953,0.063697212,0.038972013,0.080831353,0.016684767
Plate2,D3,N_4_4_AI,786.96,0.56,0.88,labed time point 1 but in time point 5 grouping,86.46937682,1.182487138,0.947383041,1.069686234,1.536786303,0.037599399,0.043505851,0.036791817,0.098152418,0.058011973,0.026615781,0.016864752,0.063555384,0.044149455,0.05082882,0.036471166,0.074620643,0.01696558
Plate2,D4,N_5_4_AI,1336.94,15.18,1.44,NA,142.2363694,1.09140631,0.948129441,1.378858901,1.676890625,0.066299268,0.076081589,0.069709684,0.163745487,0.091112688,0.026901121,0.031592135,0.097203029,0.078222187,0.082553854,0.069890011,0.128357743,0.029440289
Plate2,D5,N_6_4_AI,479.71,0.08,0.32,NA,98.39019832,1.241463004,0.901301583,1.536761234,1.583720217,0.053146284,0.061941545,0.049893992,0.099426354,0.051757239,0.022859375,0.022910486,0.055609109,0.060695931,0.052439956,0.048458191,0.097825253,0.022226689
Plate2,D6,N_7_4_AI,855.14,0.83,0.41,NA,151.4543811,1.253128626,0.884618128,0.663062818,1.874005929,0.071678938,0.083202761,0.066396026,0.257035145,0.144270826,0.057014199,0.022196239,0.183916338,0.081004445,0.09867709,0.049130638,0.105710439,0.021154987
Plate2,D7,N_8_4_AI,1488.06,6.24,0.6,NA,179.14217,0.918573607,1.008425123,0.675322312,1.386385056,0.070134648,0.083299877,0.090683943,0.286926297,0.17283334,0.068684063,0.035342687,0.21995661,0.090784385,0.108911855,0.068299468,0.125902784,0.037638196
Plate2,D8,N_9_4_AI,630.33,0.52,1.01,NA,133.766877,1.768569913,0.71934144,0.541898357,0.928097388,0.072510794,0.083705553,0.047329513,0.258947846,0.093449734,0.02901281,0.027505303,0.116871896,0.066794393,0.156993307,0.033621145,0.092120808,0.035506615
Plate2,D9,N_10_4_AI,520.06,0.29,0.92,NA,107.1484046,1.214339493,0.922019542,1.007222851,1.581217042,0.048000358,0.058339725,0.048042352,0.147259472,0.090028473,0.058528493,0.027259018,0.089502547,0.05613046,0.083245328,0.061714694,0.105271905,0.022780895
Plate2,D10,N_11_4_AI,486.1,0.41,0.23,NA,189.4520958,0.839106895,0.764619706,2.278785125,1.772193873,0.089435425,0.089712602,0.106914391,0.199161149,0.106874677,0.059607454,0.061623189,0.133254843,0.092323792,0.082337159,0.197013321,0.168807851,0.039721423
Plate2,D11,N_12_4_AI,360.7,0.19,0.4,NA,319.6516077,0.899114866,0.982363896,1.521168343,1.862395862,0.122099046,0.142942333,0.15898117,0.499953919,0.218073468,0.084232884,0.105881223,0.231639456,0.140547725,0.297203883,0.321401519,0.251726151,0.05634967
Plate2,D12,N_13_4_AI,393.38,1.15,0.41,NA,86.29751431,1.127521527,1.049735622,1.594564436,1.628174364,0.04026145,0.047594145,0.042211296,0.088834395,0.048850179,0.021904658,0.019157101,0.044493041,0.049601118,0.050740339,0.042058078,0.074165329,0.018187928
Plate2,E1,N_14_4_AI,570.31,1.87,1.28,NA,149.5300558,1.051047086,0.883747839,1.021817591,1.418162688,0.067606877,0.073880916,0.070292679,0.236231129,0.125284367,0.033959768,0.040993712,0.135771399,0.068427934,0.120981049,0.097038492,0.119782552,0.037658258
Plate2,E2,N_15_4_AI,626.89,0.61,0.52,NA,200.7857432,0.71357671,1.068429071,1.037672953,2.233606876,0.085224878,0.09349526,0.131023418,0.305109037,0.117737181,0.066067872,0.054400945,0.193885291,0.107515261,0.124864615,0.142347753,0.152685195,0.036007334
Plate2,E3,N_16_4_AI,541.33,0.37,0.64,NA,133.522911,1.196211224,1.283579294,0.727030131,1.686193164,0.037859048,0.050382783,0.042118635,0.206185427,0.11305158,0.051251652,0.017418211,0.134372115,0.050804378,0.094606841,0.0380351,0.079007322,0.015565244
Plate2,E4,N1_Ocean_4_AI,506.85,0.69,0.36,NA,225.0309253,0.539681519,0.561539451,0.54394925,1.39120055,0.10958466,0.104990529,0.194541642,0.318063545,0.259122541,0.089451572,0.035030096,0.347532398,0.161499685,0.02593694,0.059300253,0.133484284,0.050381895
Plate2,E5,N_17_4_AI,510.98,0.31,0.17,NA,264.5809564,0.814928413,0.920078806,1.200095956,1.97207934,0.10663027,0.128750664,0.157990152,0.357968097,0.220598842,0.089051005,0.068988405,0.250444746,0.153317562,0.142674929,0.201290017,0.212646388,0.04113956
Plate2,E6,N_18_4_AI,583.19,0.79,0.23,NA,235.8839386,1.153957055,1.731506855,0.943008666,2.184713513,0.099227554,0.155560753,0.134806362,0.426666197,0.195957133,0.077476033,0.040235463,0.268111884,0.170038286,0.177141368,0.096280273,0.171233733,0.023001696
Plate2,E7,N_19_4_AI,537.09,0.39,0.23,NA,87.83666481,1.354289039,0.889464563,1.401364903,1.635872392,0.048641408,0.059095395,0.043635733,0.09275451,0.046887667,0.016652427,0.019264339,0.044245361,0.056221138,0.057554923,0.040221705,0.089119306,0.018600672
Plate2,E8,N_20_4_AI,1009.37,6.39,0.4,NA,91.53115417,1.285674585,0.95642348,1.05603558,1.283826471,0.048807134,0.057720014,0.04489473,0.11040392,0.064390394,0.023416125,0.01942796,0.07791293,0.057699827,0.045867452,0.031665931,0.073322469,0.022170536
Plate2,E9,N_21_4_AI,402.3,0.17,0.24,NA,83.07574048,1.112496522,0.940995493,1.469996529,1.48300958,0.040821351,0.047351077,0.042562899,0.087580379,0.033903453,0.019325295,0.020564038,0.042616004,0.048673179,0.056447012,0.044891633,0.08124693,0.02024969
Plate2,E10,N_22_4_AI,620.42,0.6,0.27,NA,111.6400925,1.018228748,1.034694265,1.254768549,1.477639598,0.047273921,0.055209402,0.05422102,0.137783686,0.084663679,0.038349116,0.026718868,0.091391991,0.057955727,0.061714098,0.060485196,0.090273711,0.02498243
Plate2,E11,N_23_4_AI,685.82,2.2,0.57,NA,180.0366362,0.665030539,0.909736497,1.178337035,1.694422758,0.065025216,0.060124878,0.090409198,0.256144,0.200420391,0.062038548,0.033855473,0.206583313,0.070921627,0.086980998,0.140795012,0.142183523,0.029056094
Plate2,E12,N_24_4_AI,646.71,1.11,0.48,NA,106.0747153,1.150392748,1.075721304,0.820492525,1.652607733,0.035356577,0.044600718,0.038769992,0.192626849,0.087055942,0.022212645,0.017822593,0.112138178,0.043907585,0.096066826,0.043267245,0.072631202,0.015339582
Plate2,F1,N_25_4_AI,611.47,0.29,0.13,NA,167.9694097,1.023795791,1.007248809,1.297414068,1.984954787,0.069337279,0.085875503,0.083879523,0.23812592,0.114649125,0.038698308,0.029500185,0.144708256,0.093108641,0.106872083,0.082871656,0.138681671,0.021780171
Plate2,F2,N_26_4_AI,911.39,0.73,0.45,NA,84.95372601,1.05247061,0.932582559,1.413248179,1.615574657,0.046293599,0.055465293,0.052700087,0.097501688,0.039922916,0.021394772,0.019382503,0.051817013,0.059675924,0.053770125,0.041476576,0.080105142,0.018687195
Plate2,F3,N_27_4_AI,1388.21,1.93,0.77,NA,218.6922555,0.963400642,1.042841807,0.615094673,1.334659596,0.070429384,0.082636607,0.085775952,0.429418478,0.204228083,0.058014479,0.036774275,0.264299991,0.083923066,0.200916202,0.075765254,0.121547645,0.039226083
Plate2,F4,N_28_4_AI,972.11,0.8,0.29,NA,137.7102656,1.007777692,0.918038254,0.699102354,1.191842266,0.041769509,0.046996503,0.0466338,0.219278954,0.107906333,0.027900926,0.024124564,0.141594543,0.047278595,0.098545895,0.043700535,0.074876683,0.028187626
Plate2,F5,N_29_4_AI,1414.71,4.33,1.15,NA,170.6970893,1.043148013,1.12340143,0.92945961,1.689413967,0.063337121,0.078437254,0.075192832,0.280292997,0.135919656,0.056040118,0.035253961,0.169533715,0.080877996,0.134389424,0.085383778,0.117861258,0.030289466
Plate2,F6,N_30_4_AI,594.22,0.49,0.77,NA,576.6989345,1.051595454,1.257330106,0.466299224,1.659125218,0.190742657,0.278894725,0.265211041,1.391156294,0.765103266,0.241155306,0.067917404,0.851437757,0.318225403,0.584859296,0.121193259,0.288039427,0.054092691
Plate2,F7,N_31_4_AI,564.54,0.39,0.23,NA,104.645129,1.214241541,1.04519112,1.740311111,1.694688025,0.055888358,0.070353424,0.057940222,0.118191061,0.064368785,0.004067242,0.02545191,0.053272325,0.07161404,0.073011434,0.061340915,0.084049774,0.021597825
Plate2,F8,N_32_4_AI,582.46,0.49,0.16,NA,72.34250217,1.132813343,1.006935625,0.801412588,1.603701829,0.031985814,0.038159257,0.033685388,0.089902732,0.076815812,0.020340684,0.015142136,0.072212182,0.040424719,0.040614244,0.03587236,0.063308255,0.013818525
Plate2,F9,Blank_Stained,4.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate2,F10,Blank,1.72,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate2,F11,Blank_Stained,2.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate2,F12,Blank,2.79,0.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate3,A1,D1_Ocean_1_AI,369.19,1.97,2.74,NA,66.55608558,1.167514152,0.915479944,0.71521646,1.59541618,0.028976434,0.034224703,0.029314166,0.071565669,0.06551725,0.035924353,0.014098994,0.074621915,0.035652392,0.02847832,0.033357564,0.06881078,0.012219164
Plate3,A2,D_1_1_AI,500.15,1.77,0.37,NA,201.4107065,0.867392635,1.094691622,0.544521593,1.394791305,0.050265862,0.05321074,0.061345621,0.432932525,0.240355227,0.110229281,0.028301534,0.293182636,0.054126522,0.199589305,0.080661239,0.110561092,0.028924154
Plate3,A3,D_2_1_AI,481.79,1.41,0.4,NA,97.61151563,1.249459067,1.09466935,0.767786376,1.620036188,0.034320764,0.043007505,0.034420899,0.119387905,0.11310695,0.043689881,0.017008783,0.093280049,0.0425656,0.060453113,0.041590677,0.091246535,0.014821216
Plate3,A4,D_3_1_AI,285.6,1.55,2.3,NA,179.7268047,1.167039469,1.001558436,0.382048052,1.119207801,0.042260036,0.050107297,0.042935392,0.385011205,0.315247864,0.090907485,0.023182176,0.303587885,0.050453335,0.152433231,0.043880434,0.099467422,0.025732516
Plate3,A5,D_4_1_AI,372.24,2.38,1.08,NA,99.12135088,1.116977556,0.996493375,0.715341715,1.484801272,0.033387948,0.038940516,0.034862398,0.157071891,0.102383654,0.01718002,0.016927761,0.100009691,0.039771683,0.082256608,0.039100728,0.070523119,0.016517502
Plate3,A6,D_5_1_AI,572.15,1.4,0.25,NA,96.86611846,1.104641763,0.875550831,1.425134649,1.733780732,0.046186772,0.056542075,0.051185893,0.110254542,0.07999075,0.028065744,0.021310942,0.068751694,0.060176135,0.053946725,0.054985959,0.096372463,0.0184805
Plate3,A7,D_6_1_AI,392.79,0.61,0.21,NA,97.51732916,1.086797787,0.93399541,0.891935477,1.673872105,0.040644333,0.046867956,0.043124817,0.099720242,0.12521361,0.023126368,0.020471848,0.096391612,0.050772893,0.037591611,0.049496392,0.092370193,0.017325109
Plate3,A8,D_7_1_AI,403.89,1.84,1.13,NA,74.77926977,1.090527587,0.874437221,0.756249861,1.624456861,0.031944682,0.03660779,0.033568881,0.094160236,0.10319393,0.039126694,0.012949345,0.091941144,0.041214004,0.028685635,0.032137791,0.075665362,0.012487156
Plate3,A9,D_8_1_AI,561.83,4.35,0.55,NA,193.0262661,1.022667483,1.070979357,0.545765039,1.846038433,0.055551278,0.067907612,0.066402436,0.52415025,0.201452813,0.070755659,0.023795069,0.207192638,0.067134292,0.333751889,0.061853236,0.101867415,0.019636024
Plate3,A10,D_9_1_AI,402.9,0.87,0.24,NA,89.08949315,1.359543435,0.958900226,0.814373673,1.661347344,0.038197504,0.051485513,0.037869708,0.091839548,0.137919183,0.047786588,0.018875904,0.110397484,0.051817203,0.021972857,0.044896107,0.105404368,0.015154642
Plate3,A11,D_10_1_AI,455.11,1.09,0.24,NA,121.5298223,1.205562091,1.289173143,0.785041741,1.84055526,0.04307618,0.058856615,0.048820891,0.201857322,0.105234711,0.05035852,0.020435241,0.131507415,0.059561751,0.094258017,0.046811697,0.094706301,0.015458595
Plate3,A12,D_11_1_AI,496.23,1.72,0.27,NA,292.7804222,0.865111177,0.974009804,0.391504745,1.150628075,0.068675291,0.071800276,0.082995432,0.796906956,0.406910998,0.172370945,0.037549889,0.470647137,0.072561151,0.416795441,0.092241026,0.124337139,0.044691832
Plate3,B1,D_12_1_AI,404.27,0.76,0.2,NA,289.6151134,1.895179516,0.813061651,0.253069286,1.357309542,0.099455003,0.119915437,0.06327392,0.785817878,0.53529607,0.20520612,0.032776385,0.595920223,0.102346523,0.321499607,0.049103709,0.122718509,0.030529874
Plate3,B2,D_13_1_AI,365.61,1.76,0.45,NA,77.11604325,1.036891233,0.801300964,0.716977978,1.746317077,0.033780646,0.03751672,0.036181924,0.090180732,0.138601062,0.037395334,0.014863431,0.105039353,0.043681712,0.021096702,0.039905782,0.070435046,0.012880102
Plate3,B3,D_14_1_AI,265.5,0.57,0.15,NA,248.5334936,0.787214201,0.919611788,0.45861599,1.655446988,0.054371282,0.053572644,0.068053452,0.67611247,0.372341873,0.152433997,0.030681553,0.442953481,0.052733668,0.304073031,0.102026335,0.119330057,0.02603703
Plate3,B4,D_15_1_AI,493.96,1.35,0.32,NA,161.3534315,1.434933974,0.79261153,0.431155109,1.037103822,0.053219744,0.060238774,0.041980172,0.312458128,0.25581657,0.057377559,0.024614369,0.243345577,0.056130982,0.118059735,0.036642664,0.080133005,0.027919208
Plate3,B5,D_16_1_AI,527.28,1.48,0.24,NA,136.0918727,1.171448651,1.296976553,0.573044964,1.824770171,0.041520774,0.056088754,0.047879823,0.23467993,0.133640764,0.050321757,0.016591486,0.163126439,0.058985819,0.108800147,0.039193231,0.086121804,0.013932157
Plate3,B6,D2_Ocean_1_AI,468.11,1.17,0.23,NA,72.61945789,1.202564171,1.001148991,1.591612035,1.687715704,0.032768344,0.039871765,0.033155624,0.072825714,0.04644702,0.023373655,0.015670099,0.042693406,0.040592249,0.040797542,0.039334783,0.0678698,0.013689734
Plate3,B7,D_17_1_AI,458.44,0.45,0.12,NA,117.6628468,1.254296874,0.978603341,0.673908602,1.749537771,0.045654791,0.055160068,0.043976884,0.178794535,0.184839574,0.04213755,0.018641281,0.161877072,0.057375859,0.050662796,0.044641059,0.092041184,0.016242698
Plate3,B8,D_18_1_AI,481.27,0.77,0.33,NA,112.0756632,1.137816093,0.99178517,1.043118796,1.639334872,0.04588296,0.054176154,0.047614157,0.148447119,0.161851008,0.049445638,0.02269895,0.133483823,0.05782373,0.048369757,0.06085675,0.103547358,0.018504904
Plate3,B9,D_19_1_AI,364.76,0.79,0.07,NA,97.57637012,1.085343464,1.002297266,0.698384858,1.666234836,0.041498862,0.048180876,0.044392285,0.116592656,0.180163817,0.042115326,0.024138535,0.144081984,0.053743835,0.022634585,0.053372315,0.09370032,0.01948424
Plate3,B10,D_20_1_AI,584.25,0.97,0.41,NA,129.123579,1.164177449,1.114500949,0.551220469,1.353471731,0.045666164,0.057005688,0.048966494,0.227198505,0.228673533,0.059810577,0.023318462,0.171553582,0.061877394,0.114138448,0.049335022,0.094915057,0.021963087
Plate3,B11,D_21_1_AI,469.38,0.43,0.08,NA,89.01417324,1.143004493,0.854227351,0.704612723,1.636008046,0.041637819,0.049681427,0.043465645,0.100950019,0.173932875,0.024643386,0.019874848,0.137431728,0.055102139,0.014805443,0.051270067,0.095321569,0.017020036
Plate3,B12,D_22_1_AI,566.26,1.37,0.23,NA,247.6079483,0.823915756,0.685968313,1.485114308,2.19486727,0.185776755,0.244044744,0.296201089,0.2313978,0.200838914,0.050687492,0.037436233,0.23085503,0.331631179,0.010409368,0.097451733,0.216177816,0.026640948
Plate3,C1,D_23_1_AI,553.87,1.01,0.52,NA,77.86018094,1.20921047,0.90711922,0.677640996,1.663728769,0.037136123,0.046789858,0.038694552,0.091537899,0.134394919,0.016930998,0.017820787,0.113645762,0.049249088,0.022447333,0.04343116,0.085920248,0.013953781
Plate3,C2,D_24_1_AI,553.01,0.88,0.4,NA,79.36466442,1.097192689,0.961556348,1.165095294,1.632096751,0.03406248,0.041249808,0.037595774,0.094926697,0.086721051,0.020614583,0.018226259,0.074564152,0.043467899,0.040354843,0.048037188,0.072505698,0.015794766
Plate3,C3,D_25_1_AI,470.16,0.77,0.68,NA,82.74936656,1.077439106,0.853515637,0.797001332,1.715219928,0.041271797,0.048223872,0.044757863,0.108597167,0.11144384,0.028875766,0.016440631,0.100249753,0.05383894,0.038644939,0.040069057,0.087411687,0.015026613
Plate3,C4,D_26_1_AI,543.1,0.92,0.36,NA,63.40206418,1.134550081,0.961339999,0.785043238,1.600281791,0.030291388,0.034700706,0.030585433,0.075136131,0.08162039,0.021467209,0.015432405,0.076559901,0.037623389,0.027699656,0.035903829,0.063736318,0.013477383
Plate3,C5,D_27_1_AI,458.39,0.77,0.28,NA,69.06700997,1.067007022,0.909626049,0.875503862,1.617233838,0.031053753,0.03499083,0.032793439,0.068343759,0.107784634,0.022859976,0.015786564,0.077392809,0.039492337,0.020453812,0.040126786,0.075179586,0.013338248
Plate3,C6,D_28_1_AI,543.68,1.5,0.47,NA,70.85794065,1.047824497,0.911594272,0.795669921,1.599604471,0.030793741,0.033762373,0.032221401,0.076804511,0.105279564,0.048414416,0.014241922,0.081142431,0.038383763,0.024026904,0.034905868,0.072948805,0.013518857
Plate3,C7,D_29_1_AI,788.57,2.15,0.51,NA,193.3434262,1.169314278,1.384056212,0.653536424,1.330151283,0.056240375,0.074540714,0.063747374,0.387008026,0.195978862,0.057926685,0.031742557,0.231129084,0.071192593,0.185370807,0.063890697,0.11285422,0.03193849
Plate3,C8,D_30_1_AI,512.19,0.55,0.31,NA,176.82527,1.460328933,0.603399421,1.005369014,1.923996303,0.107753918,0.143849696,0.098504996,0.263740716,0.22462511,0.058312393,0.030062316,0.128535218,0.140957655,0.177266875,0.082938007,0.252761389,0.023083911
Plate3,C9,D_31_1_AI,382.67,0.35,0.15,NA,80.59608603,1.078750833,0.940512379,0.957053908,1.713763655,0.038202965,0.04392609,0.040719403,0.100390935,0.110054328,0.032130311,0.019227327,0.082405909,0.046499364,0.049661245,0.052813382,0.090182879,0.015250195
Plate3,C10,D_32_1_AI,506.38,0.95,0.27,NA,68.47000551,1.222163765,0.960639681,0.918024557,1.602412844,0.0310392,0.037445608,0.030638781,0.08402496,0.046898186,0.022355527,0.014454105,0.056858633,0.036495606,0.045866809,0.035452723,0.071934542,0.013492806
Plate3,C11,D1_Ocean_4_AI,475.42,0.85,0.32,NA,186.266299,1.951505351,2.043933329,0.508144203,1.380590555,0.057821664,0.10450358,0.05355024,0.360543701,0.247527334,0.079432266,0.023466743,0.255356126,0.093510927,0.152732847,0.038383587,0.101243345,0.021626905
Plate3,C12,D_1_4_AI,866.44,1.53,0.36,NA,143.3579909,1.150214391,1.537078887,1.338117745,1.696504714,0.063185061,0.091030488,0.079142191,0.136332256,0.080655626,0.025194252,0.027610701,0.093884127,0.098694496,0.061992576,0.058705774,0.120476507,0.023428996
Plate3,D1,D_2_4_AI,562.31,0.69,0.25,NA,180.3661988,0.996928857,0.921358882,0.945956873,1.680109464,0.090564021,0.113489489,0.113839105,0.261625403,0.162461432,0.049177928,0.0295502,0.17985903,0.131505068,0.096774821,0.063292431,0.14331705,0.028020444
Plate3,D2,D_3_4_AI,572.52,0.65,0.16,NA,116.6102098,1.024503051,0.84217184,0.392654508,1.500947745,0.043954025,0.046891408,0.045769906,0.16643298,0.255132347,0.036654436,0.01932981,0.216323069,0.055029207,0.036572452,0.043498827,0.10759846,0.018324011
Plate3,D3,D_4_4_AI,563.95,0.65,0.32,NA,179.0597747,1.430095797,1.182260976,0.655345111,1.657017264,0.068588115,0.096009186,0.067134793,0.436967306,0.167580039,0.052972195,0.032940205,0.178512952,0.072290989,0.281839618,0.07398596,0.240279467,0.028051522
Plate3,D4,D_5_4_AI,885.69,0.44,0.32,NA,156.2117672,1.06903011,1.015681458,0.994282733,1.66967861,0.064218881,0.074848315,0.070015161,0.219847814,0.114758431,0.041503924,0.028988192,0.131377462,0.07681806,0.118496765,0.067743942,0.148841736,0.027142683
Plate3,D5,D_6_4_AI,485.8,0.15,0.09,NA,178.3215753,0.941817657,0.788313219,1.075338196,1.587847157,0.082593719,0.084772379,0.090009333,0.226772949,0.192838297,0.044633783,0.040489349,0.150214145,0.094844934,0.113598026,0.099954342,0.172408754,0.038555447
Plate3,D6,D_7_4_AI,640.16,1.48,0.32,NA,138.581498,1.219657635,1.133567078,0.874723756,1.46542817,0.056443067,0.069916767,0.057324912,0.269973263,0.084587949,0.039824424,0.023926509,0.110897474,0.058960899,0.155021838,0.058046674,0.155425501,0.02542796
Plate3,D7,D_8_4_AI,1333.27,6.37,0.41,NA,165.7808083,1.33109677,0.898170283,1.587027668,1.740918099,0.082100728,0.111381621,0.083676577,0.167189177,0.166464429,0.047594685,0.034647783,0.131367812,0.108194649,0.077206948,0.095891771,0.247621518,0.026767411
Plate3,D8,D_9_4_AI,896.79,0.39,0.2,NA,307.9983228,0.962899385,0.981227549,0.381760736,1.169883562,0.065515945,0.071773344,0.074538778,0.830830433,0.443066383,0.126612826,0.038792567,0.53257192,0.061857919,0.368016208,0.081464951,0.132583418,0.043510796
