Plate,Well,Id_code,Heterotrophic Bacterioplankton/μL,Synechoococcus/μL,Autotrophic PicoEukaryotes/μL,Notes,Total sample RU after blank subtraction,M:C,BIX,HIX,FI,Ultra Violet Humic-like,Marine Humic-like,Visible Humic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,Fulvic Acid-like,PARAFAC1,PARAFAC2,PARAFAC3,PARAFAC4,PARAFAC5,PARAFAC6
Plate3,D9,D_10_4_AI,510.25,0.72,0.21,NA,261.9428865,1.036514996,0.856969033,0.410859879,1.377487353,0.069773706,0.075413186,0.072756483,0.589453055,0.392969886,0.088636402,0.033332258,0.409863649,0.073543426,0.250059675,0.071312496,0.127688427,0.034043493
Plate3,D10,D_11_4_AI,497.03,0.65,0.15,NA,91.6194572,1.008582393,0.884678034,0.676248312,1.647746902,0.035983905,0.03862588,0.038297198,0.108309839,0.148138639,0.030877377,0.019237465,0.112533835,0.043643995,0.038740358,0.049731641,0.086457919,0.016141532
Plate3,D11,D_12_4_AI,485.36,0.71,0.09,NA,279.9857364,0.889992554,0.823062093,0.538391093,1.379872401,0.095034122,0.102353644,0.115005057,0.504656671,0.329476435,0.092916204,0.049735238,0.257128212,0.11587565,0.317999181,0.084133139,0.150279064,0.055333978
Plate3,D12,D_13_4_AI,456.26,3.85,0.08,NA,130.0390432,0.99797447,0.86648885,0.845332107,1.80583141,0.055217597,0.061454725,0.061579457,0.171946059,0.20371509,0.025005299,0.029021355,0.154879245,0.068004647,0.065876959,0.080069066,0.125735269,0.023154155
Plate3,E1,D_14_4_AI,919.97,1.01,0.09,NA,147.3104342,0.872773051,0.867849614,1.182497185,2.04208731,0.063920939,0.068020346,0.077935892,0.203417375,0.182589091,0.034462878,0.039030049,0.145949839,0.073162685,0.095194201,0.114889451,0.146568362,0.02635358
Plate3,E2,D_15_4_AI,643.68,1.08,0.21,NA,108.2858229,1.122866624,0.825350373,0.940259595,1.609330505,0.051636819,0.056414484,0.050241483,0.143698145,0.08628642,0.040298942,0.022960651,0.089616973,0.05663551,0.082142031,0.050094915,0.09222222,0.023005627
Plate3,E3,D_16_4_AI,617,0.89,0.21,NA,74.52632146,1.077313944,0.82167353,0.857271308,1.640784799,0.034541052,0.037657495,0.034954987,0.085314472,0.090911358,0.036718599,0.016273857,0.070213423,0.040401263,0.042264314,0.04035479,0.070062386,0.015487962
Plate3,E4,D2_Ocean_4_AI,499.61,0.68,0.24,NA,82.31863175,1.031145317,0.956854502,1.414475507,1.614653245,0.034941428,0.039944725,0.038738211,0.083848378,0.060787436,0.019552392,0.01815943,0.057585555,0.042066827,0.040448473,0.048468192,0.073164343,0.01666968
Plate3,E5,D_17_4_AI,422,0.17,0.12,NA,313.0344381,0.988413551,0.878996132,0.925382236,1.705776273,0.112808183,0.124337446,0.125794963,0.54547932,0.350906089,0.108429986,0.080594405,0.368721799,0.119007223,0.238243199,0.21861719,0.219866878,0.054353026
Plate3,E6,D_18_4_AI,540.12,0.32,0.27,NA,144.8838317,1.057998594,0.927520355,1.31343068,1.727877069,0.059383457,0.069924081,0.066090901,0.19266656,0.167037581,0.036971772,0.029327992,0.148075129,0.074939874,0.080574295,0.091662175,0.139262085,0.022867414
Plate3,E7,D_19_4_AI,277.46,0.13,0.08,NA,165.262188,0.962301614,0.891694943,0.926544349,1.61742216,0.06364104,0.06711726,0.069746594,0.228016039,0.199169699,0.033379772,0.046839314,0.159481153,0.068798751,0.104313514,0.096491837,0.125067667,0.039099949
Plate3,E8,D_20_4_AI,734.78,0.64,0.23,NA,121.6647259,1.033271563,0.934990327,0.978737776,1.768849901,0.060482768,0.072376229,0.070045699,0.137346868,0.137295344,0.03261988,0.023486284,0.116863754,0.082518107,0.055862929,0.060796697,0.114562607,0.020638623
Plate3,E9,D_21_4_AI,539.89,0.19,0.11,NA,228.0183038,1.11330072,0.861981958,0.851583209,1.719456269,0.100438584,0.112211991,0.100792166,0.306616279,0.252034148,0.069196321,0.04841937,0.250516128,0.114243567,0.11587291,0.11668826,0.192334461,0.041729281
Plate3,E10,D_22_4_AI,719.99,0.71,0.24,NA,133.2213876,0.994222132,0.862225237,1.04202638,1.619927397,0.061927998,0.067095364,0.067485285,0.188368953,0.085623704,0.02514473,0.03022554,0.115840398,0.070334801,0.095761705,0.069016215,0.116121872,0.029029645
Plate3,E11,D_23_4_AI,734.37,0.69,0.41,NA,513.9489467,0.833481378,1.187519707,0.90775141,2.033256401,0.157548344,0.178967595,0.214722968,1.264260555,0.626997069,0.200159552,0.142665904,0.736805841,0.154541411,0.554981171,0.412968714,0.402157727,0.072375493
Plate3,E12,D_24_4_AI,622.23,0.68,0.28,NA,96.73843621,1.029725011,0.805781381,0.885959004,0.889599854,0.04341877,0.046982639,0.045626394,0.14394006,0.103451226,0.022255727,0.018976502,0.099348712,0.051134166,0.070306845,0.048593333,0.079292666,0.018805039
Plate3,F1,D_25_4_AI,546.61,0.28,0.12,NA,138.0161499,1.085773211,0.889603188,0.79668834,1.819819666,0.063398168,0.075103989,0.069170972,0.183927844,0.244008938,0.05198622,0.033286606,0.180696035,0.082745906,0.06722235,0.087089678,0.154400546,0.024527401
Plate3,F2,D_26_4_AI,485.1,0.28,0.16,NA,152.731362,0.940160037,0.9319037,1.265718069,1.736089231,0.077879435,0.086288599,0.091780756,0.18753213,0.128162311,0.03330636,0.038995356,0.128687734,0.094085709,0.085253164,0.093987727,0.137295392,0.032979856
Plate3,F3,D_27_4_AI,489.77,0.39,0.12,NA,170.9655243,1.272285414,0.844014707,0.784224389,1.710704041,0.081477881,0.095365655,0.074956181,0.266048624,0.133514557,0.047705483,0.02563,0.177508747,0.092895828,0.109583489,0.053468519,0.116099234,0.025265353
Plate3,F4,D_28_4_AI,764.28,0.57,0.33,NA,130.3150177,0.940906383,0.816892965,1.257185713,1.653127587,0.063651297,0.066484642,0.070660209,0.136269862,0.162517075,0.031416962,0.029533202,0.12331547,0.078695128,0.045491318,0.07506494,0.134413982,0.027176472
Plate3,F5,D_29_4_AI,1531.19,1.21,0.43,NA,165.2518342,1.018738091,0.865155396,1.246658705,1.730338109,0.075286828,0.085799928,0.084221772,0.203304801,0.212293164,0.031504194,0.035082162,0.169599563,0.09617626,0.076759293,0.093436115,0.178186419,0.028852298
Plate3,F6,D_30_4_AI,486.29,0.23,0.25,NA,158.5156878,1.04441482,0.868588913,1.249031071,1.735760374,0.075694161,0.085173489,0.081551398,0.211408268,0.146737909,0.042378442,0.04333192,0.12198092,0.087338591,0.122987943,0.112662445,0.163656958,0.032883915
Plate3,F7,D_31_4_AI,451.14,0.2,0.21,NA,283.3396696,1.074297841,0.851399389,0.694527452,1.584424847,0.103667801,0.12056281,0.112224753,0.535410948,0.268812722,0.095873906,0.042508415,0.287167372,0.120588995,0.289833425,0.100127597,0.187338936,0.040697949
Plate3,F8,D_32_4_AI,523.67,0.55,0.13,NA,74.05131857,1.051507018,0.874685414,0.79426182,1.571872058,0.033347444,0.036797859,0.034995353,0.087548722,0.098004838,0.01456034,0.015446909,0.080022733,0.04180293,0.036953166,0.036550439,0.068055149,0.014523854
Plate3,F9,stained blank,5.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate3,F10,blank,1.59,0.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate3,F11,stained blank,2.69,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate3,F12,blank,2.34,0.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate4,A1,D1_Ocean_1_BC,761.49,1.17,1.83,NA,105.7560217,1.335136477,1.163542383,0.664352912,1.591922725,0.033758951,0.042722806,0.031998831,0.177963479,0.101505667,0.055506103,0.012884093,0.112459288,0.041410998,0.084874397,0.026939885,0.069969587,0.012399475
Plate4,A2,D_1_1_BC,777.42,2.01,0.36,NA,141.2810143,1.24225423,1.123010385,0.398228951,1.050466629,0.042776194,0.051800318,0.041698645,0.218977524,0.336566059,0.089651264,0.022052777,0.253726745,0.056858153,0.034481577,0.028900408,0.090502329,0.026940536
Plate4,A3,D_2_1_BC,750.45,0.83,0.4,NA,117.3740945,1.190824634,1.193124429,0.758800519,1.541526114,0.047294927,0.061324968,0.0514979,0.133192508,0.215009003,0.061031071,0.025015886,0.166009514,0.068234393,0.018698331,0.056952219,0.098856966,0.020489338
Plate4,A4,D_3_1_BC,805.11,1.01,0.37,NA,122.325935,1.247830879,1.255948451,0.654877262,1.69178157,0.046485777,0.061720457,0.049462198,0.157055702,0.157692547,0.057246784,0.019326421,0.147909977,0.065672929,0.053340388,0.039045929,0.096691667,0.017225556
Plate4,A5,D_4_1_BC,756.37,0.87,0.52,NA,86.60584933,1.13519049,0.916586307,1.460415586,1.602482052,0.041977611,0.047061742,0.041457132,0.075167968,0.062281703,0.009810572,0.019261906,0.045944262,0.049153691,0.042478031,0.040343775,0.080503914,0.019075816
Plate4,A6,D_5_1_BC,744.92,0.28,0.32,NA,113.5816378,0.998011301,0.893500653,0.687359142,1.692466434,0.050150393,0.055234741,0.055344805,0.112299347,0.276233305,0.0492791,0.025444721,0.178777812,0.066428647,0,0.06112328,0.114020551,0.021342068
Plate4,A7,D_6_1_BC,588.77,0.48,0.25,NA,178.0556295,1.05436088,0.887357578,0.966548447,1.613011271,0.082056426,0.090958512,0.08626886,0.206996567,0.2215176,0.056608849,0.034435247,0.179020843,0.101922257,0.071352113,0.081398461,0.145603667,0.034419111
Plate4,A8,D_7_1_BC,653.51,0.72,0.61,NA,81.41652344,0.994156181,0.983295767,2.292653971,1.78973923,0.041816074,0.047556251,0.047835795,0.053026374,0.042780055,0.022943437,0.022424335,0.034940245,0.051745903,0.030418598,0.060940739,0.090950387,0.018070743
Plate4,A9,D_8_1_BC,1112.81,1,0.76,NA,138.0596619,1.083144913,1.136376671,0.934799043,1.672745358,0.062096295,0.076188642,0.070340211,0.150212328,0.256670348,0.040797677,0.025837691,0.182179801,0.089490372,0.018269627,0.062055038,0.125753285,0.023527396
Plate4,A10,D_9_1_BC,594.85,0.48,0.12,NA,224.3899712,1.235262203,0.972418138,0.395555598,0.996660779,0.056716006,0.066976397,0.054220389,0.444897879,0.348308845,0.107087879,0.029607993,0.317936924,0.064176415,0.196664771,0.046064816,0.109254001,0.037423243
Plate4,A11,D_10_1_BC,595.18,0.67,0.11,NA,83.76498906,1.124635416,0.937513051,1.145686865,1.579044948,0.036453157,0.040860781,0.036332469,0.114226286,0.06370099,0.01592748,0.017691962,0.067325326,0.042437964,0.056462819,0.03744711,0.070766978,0.016660991
Plate4,A12,D_11_1_BC,451.76,0.23,0.03,NA,120.4979674,0.966321178,1.052164773,1.0594286,1.546541692,0.045106769,0.052608769,0.054442322,0.142060914,0.157228868,0.051649772,0.029332758,0.124753221,0.058018814,0.049610261,0.070198231,0.100175795,0.024931903
Plate4,B1,D_12_1_BC,515.79,0.51,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate4,B2,D_13_1_BC,490.66,0.24,0.03,NA,123.2741256,1.188867401,1.285086985,0.453509577,1.730084138,0.045211436,0.059351034,0.049922333,0.1611518,0.402844519,0.065141412,0.022787728,0.255626245,0.069612739,0,0.051131567,0.098366407,0.016504468
Plate4,B3,D_14_1_BC,579.98,0.35,0.39,NA,332.9119823,2.023649537,2.258173189,0.486185937,1.195506269,0.09142669,0.185408295,0.091620753,0.660624442,0.532907569,0.1425301,0.043758386,0.436572517,0.171888216,0.319407258,0.063489715,0.185584713,0.04330508
Plate4,B4,D_15_1_BC,623.41,0.43,0.05,NA,204.5340136,1.075455186,1.146103711,0.642774618,1.454372631,0.06710911,0.086316216,0.08026017,0.336402519,0.39618107,0.099958957,0.050810897,0.331226653,0.092823624,0.085676163,0.101321495,0.145835068,0.040119574
Plate4,B5,D_16_1_BC,483.36,0.23,0.35,NA,447.5425549,1.185836673,0.796275483,0.490730688,1.38292327,0.182563634,0.204872943,0.172766577,1.066492,0.602755848,0.196117743,0.076752799,0.609721589,0.194935746,0.538450893,0.150243531,0.207840373,0.074591728
Plate4,B6,D2_Ocean_1_BC,1019.33,2.12,0.15,NA,58.95656119,0.995740589,0.9326438,1.25353873,1.685302909,0.028286027,0.031432033,0.031566488,0.056478091,0.063785175,0.022195501,0.015601736,0.05138373,0.034681296,0.023484342,0.041232077,0.05241956,0.013066565
Plate4,B7,D_17_1_BC,549.59,0.59,0.01,NA,68.60794714,1.1817064,0.886039245,1.321407126,1.626005937,0.034651144,0.03954255,0.033462246,0.07619198,0.045121303,0.025377556,0.016241143,0.042012339,0.04010662,0.047646247,0.037301512,0.069573849,0.015955576
Plate4,B8,D_18_1_BC,914.33,1.89,0.05,NA,72.83327798,1.088337184,0.89778909,3.635152354,1.722221392,0.033628115,0.039005565,0.035839596,0.058958539,0.045299703,0.01649419,0.016160898,0.038108019,0.041149357,0.031326973,0.063323498,0.10136784,0.012048142
Plate4,B9,D_19_1_BC,621.53,0.77,0.01,NA,62.69085479,1.133005646,0.992933081,1.352747609,1.551371568,0.029306947,0.032937351,0.029070774,0.059750629,0.041938735,0.025508411,0.014467406,0.039069535,0.034641325,0.032866941,0.032229179,0.065762915,0.014071728
Plate4,B10,D_20_1_BC,920.83,2.07,0.13,NA,66.30657462,1.007191012,0.904788781,1.392987108,1.594370532,0.03387575,0.037362178,0.037095425,0.055633769,0.083026352,0.017686264,0.01681418,0.058129645,0.042295071,0.015403254,0.04331914,0.074697796,0.015254756
Plate4,B11,D_21_1_BC,786.56,1.28,0.07,NA,95.74898882,1.049215343,0.860833969,1.069375412,1.563459567,0.043711096,0.047600529,0.04536774,0.110525705,0.115279906,0.049745548,0.022004334,0.091301472,0.050853638,0.046184963,0.055013898,0.095321365,0.020090472
Plate4,B12,D_22_1_BC,1081.2,2.36,0.16,NA,82.01818775,1.171053018,0.916658003,1.589655371,1.607711423,0.042576959,0.048436601,0.041361579,0.079869389,0.086173929,0.014098162,0.018771203,0.06137284,0.050126951,0.033789495,0.047454776,0.09509994,0.017874744
Plate4,C1,D_23_1_BC,727.96,1.25,0.03,NA,78.09505593,1.023662518,0.975876182,1.220315809,1.681556344,0.03500481,0.038595417,0.037703263,0.075391793,0.107000103,0.035548338,0.019010933,0.075095524,0.043049942,0.020211885,0.049990454,0.07564634,0.016233576
Plate4,C2,D_24_1_BC,622.72,0.91,0.03,NA,83.00218068,1.080870672,0.973158776,1.129186228,1.678990914,0.034832293,0.040338911,0.037320756,0.082161105,0.071170332,0.031354942,0.018846842,0.060551605,0.04169924,0.046423977,0.052135743,0.080796845,0.016330732
Plate4,C3,D_25_1_BC,639.04,1.23,0.16,NA,78.77135788,1.1346921,0.949617915,1.094538832,1.625577651,0.034560751,0.040616685,0.035795336,0.096216523,0.071820634,0.03196396,0.017896736,0.067859319,0.042011082,0.045423356,0.043485848,0.074475869,0.015990815
Plate4,C4,D_26_1_BC,1086.22,5.26,0.68,NA,90.18429273,1.052267823,0.939460866,1.033368524,1.687477288,0.039340794,0.044160594,0.041967067,0.096199845,0.108356932,0.027919906,0.02004444,0.090137546,0.047338403,0.031419733,0.051556428,0.087064625,0.018634396
Plate4,C5,D_27_1_BC,923.63,2.36,0.45,NA,78.06404437,1.032967565,0.933833338,1.172671901,1.647968057,0.036369556,0.040781709,0.039480145,0.073382017,0.10389268,0.024533329,0.020296202,0.078242256,0.043860088,0.01961322,0.054344956,0.079558924,0.016871152
Plate4,C6,D_28_1_BC,1047.71,1.84,0.4,NA,85.05255407,1.096943931,0.926921361,1.608776755,1.699188102,0.037655224,0.042326136,0.038585505,0.064454649,0.043275128,0.010682505,0.018965836,0.043961988,0.042812443,0.034267868,0.048186399,0.079368662,0.017660062
Plate4,C7,D_29_1_BC,1010.82,1.6,0.37,NA,101.6709952,0.979434769,0.897062767,1.330905351,1.677219346,0.047685588,0.050986928,0.052057502,0.089531129,0.111441071,0.031760796,0.025219784,0.082142759,0.056773283,0.032592617,0.06696106,0.105674201,0.021728983
Plate4,C8,D_30_1_BC,537.79,1.07,0.16,NA,96.2453631,1.051095079,0.96919959,1.174251224,1.749348596,0.044275104,0.050392122,0.047942496,0.113914827,0.107045003,0.021006638,0.023192072,0.091377967,0.05368342,0.045695836,0.061421894,0.095320241,0.018576653
Plate4,C9,D_31_1_BC,480.25,1.37,0.15,NA,89.43662528,1.124258073,1.025524628,1.041917554,1.723111808,0.038143561,0.046584999,0.041436215,0.096072613,0.099617902,0.0188348,0.019815412,0.084559063,0.04933107,0.036356857,0.046665049,0.085938299,0.016615264
Plate4,C10,D_32_1_BC,541.08,1.49,0.08,NA,83.80764472,1.131546861,0.889190858,0.952086319,1.70196642,0.036243658,0.042144095,0.037244675,0.092861246,0.129410122,0.036452836,0.01984731,0.093689967,0.044325372,0.028242744,0.051402442,0.080803777,0.016533578
Plate4,C11,D2_Ocean_5_BC,760.33,2.77,0.92,NA,91.97376577,1.16951533,0.959703014,0.878806206,1.583864555,0.031945959,0.037996236,0.032488874,0.131807327,0.080489878,0.002870565,0.014655849,0.077537753,0.03678551,0.06429015,0.031880441,0.060851464,0.014303304
Plate4,C12,D_1_5_BC,698.19,0.44,0.25,NA,153.6859406,1.082278196,0.877355505,1.029458593,1.651344912,0.072955471,0.083613644,0.077257071,0.148004219,0.235256276,0.044804681,0.039673257,0.167571528,0.090709095,0.032334152,0.093842804,0.155052984,0.032465532
Plate4,D1,D_2_5_BC,725.26,0.32,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate4,D2,D_3_5_BC,835.87,0.16,0.13,NA,154.5273625,1.050189148,0.972059316,0.742954215,1.632033887,0.067385786,0.077428039,0.073727708,0.166679675,0.424239246,0.048292818,0.035569724,0.249312069,0.09013559,0,0.086268796,0.138277559,0.029650175
Plate4,D3,D_4_5_BC,523.03,0.12,0.2,NA,251.7125631,0.98811943,0.816416926,0.838896731,1.608170696,0.111330392,0.121103317,0.122559392,0.251403742,0.630012226,0.087151231,0.067708119,0.377777107,0.138732792,0,0.167252324,0.234561387,0.054398823
Plate4,D4,D_5_5_BC,803.51,0.39,0.19,NA,273.9611001,1.053552102,0.872266795,1.849878576,1.733440667,0.162290796,0.185403032,0.175978988,0.260183893,0.231471157,0.03492679,0.064673047,0.198776086,0.201908192,0.096182961,0.17249413,0.30283342,0.059634305
Plate4,D5,D_6_5_BC,491.28,0.27,0.43,NA,365.0839087,1.081459533,0.890123173,1.673740065,1.681681263,0.208142535,0.2390671,0.221059681,0.368794644,0.311174382,0.054869245,0.093566557,0.278847761,0.254910489,0.135816311,0.229459151,0.366909474,0.082556465
Plate4,D6,D_7_5_BC,926.39,0.91,0.45,NA,250.2933131,1.157853473,0.959935559,0.531095072,1.48108546,0.08855053,0.107160863,0.092551316,0.418392095,0.530559691,0.078466132,0.038033135,0.419992029,0.115205437,0.087206661,0.077650354,0.168664349,0.037739077
Plate4,D7,D_8_5_BC,873.43,0.44,0.32,NA,237.8313467,1.103842683,0.783139428,2.258969026,1.604712412,0.140401457,0.156055476,0.141374744,0.203037141,0.123156192,0.025830621,0.060966337,0.115222886,0.163988597,0.100321186,0.132470253,0.247136112,0.059488097
Plate4,D8,D_9_5_BC,454.8,0.6,0.19,NA,186.5582645,0.917742769,0.834161238,1.544192373,1.76254814,0.095050413,0.098870836,0.107732624,0.180949934,0.158182889,0.038302541,0.053603838,0.126798652,0.108673204,0.086472179,0.135911016,0.178464691,0.044400894
Plate4,D9,D_10_5_BC,445.41,0.55,0.2,NA,434.2950517,1.136159021,0.997224052,0.566215492,1.406785968,0.131848707,0.150202957,0.132202406,0.92081686,0.502081927,0.151290386,0.077938817,0.555643674,0.135988958,0.436373405,0.155843783,0.242917516,0.075664379
Plate4,D10,D_11_5_BC,326.17,0.92,0.09,NA,128.237627,1.018876603,0.896388896,1.864363945,1.657080001,0.066436798,0.073561109,0.072198251,0.126371102,0.088399845,0.009825575,0.032768698,0.07012682,0.078633187,0.06956744,0.082445566,0.125757493,0.029289748
Plate4,D11,D_12_5_BC,516.91,1.21,0.25,NA,662.3027151,0.952635877,1.56067174,1.594197717,1.899548496,0.221935717,0.282582444,0.296632166,0.767228541,0.951869773,0.209415936,0.242598317,0.797738186,0.291147613,0.102484374,0.7104857,0.523776126,0.104477386
Plate4,D12,D_13_5_BC,294.99,0.51,0.04,NA,790.9514965,1.086283194,1.266586163,0.793972723,1.653160299,0.256432572,0.320299946,0.294858604,1.617145153,1.260467882,0.320070667,0.196325918,1.146476491,0.315640319,0.570744256,0.497924121,0.46009339,0.117462199
Plate4,E1,D_14_5_BC,431.87,0.72,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate4,E2,D_15_5_BC,720.75,1,1.08,NA,387.449078,0.84712278,0.786866486,0.444320387,1.280636734,0.112767578,0.134993599,0.159355412,0.687527906,0.840186818,0.150829351,0.069333246,0.672426495,0.15755629,0.149360941,0.110628181,0.210871065,0.073135102
Plate4,E3,D_16_5_BC,341.38,0.45,0.21,NA,280.9076426,1.023820255,0.966212381,1.622993821,1.658347227,0.113534885,0.130162304,0.127133941,0.306216099,0.183233143,0.056124697,0.075720673,0.20336754,0.12817536,0.130928338,0.17814534,0.216754842,0.060181297
Plate4,E4,D1_Ocean_5_BC,677.13,0.15,1.09,NA,51.07295833,0.960126619,0.850849999,1.490476291,1.771296117,0.024889881,0.026973718,0.028093917,0.030328043,0.040169804,0.001216182,0.011509438,0.039900124,0.02967517,0.004004057,0.036874172,0.054262027,0.010556975
Plate4,E5,D_17_5_BC,203.19,0.64,0.12,NA,665.6456973,1.100676389,0.471442929,0.572038597,1.608350763,0.35729439,0.402818684,0.365973766,1.47336431,0.612647461,0.211746315,0.077662264,0.574223581,0.432373947,0.967507797,0.207296967,0.346712206,0.090279799
Plate4,E6,D_18_5_BC,569.61,0.39,0.17,NA,199.9282332,1.012093954,0.839642494,0.849618761,1.46156702,0.075428394,0.085253789,0.084235054,0.315462409,0.195659385,0.05849409,0.03646293,0.196980716,0.089249581,0.144370963,0.073336276,0.133529406,0.037682356
Plate4,E7,D_19_5_BC,237.3,0.59,0.09,NA,166.3922666,0.980692199,0.965358185,1.324635957,1.694951603,0.066641061,0.074230432,0.075691876,0.223473025,0.132262073,0.038239468,0.042367519,0.117430855,0.075519725,0.128509176,0.106076677,0.140397218,0.035010349
Plate4,E8,D_20_5_BC,537.99,0.67,0.43,NA,194.9245602,1.279375599,0.98098192,0.858291297,1.269768612,0.077834894,0.094384341,0.073773754,0.272482838,0.155166778,0.062576998,0.036875262,0.181078986,0.091559561,0.124008705,0.06058014,0.133799278,0.041232376
Plate4,E9,D_21_5_BC,395.23,0.4,0.13,NA,305.4485227,1.119865988,1.105383532,1.540713961,1.78492887,0.165829767,0.213955392,0.19105446,0.32677126,0.252391752,0.059265504,0.07332912,0.237922643,0.23361324,0.128250774,0.173341518,0.295704815,0.059201208
Plate4,E10,D_22_5_BC,677.8,0.67,0.53,NA,357.2308951,1.083914268,1.088493851,1.341266263,1.868130622,0.174569227,0.209997738,0.193740173,0.450954667,0.217874543,0.092850215,0.075086879,0.241097768,0.220153006,0.241848703,0.199600422,0.296374766,0.064105475
Plate4,E11,D_23_5_BC,387.75,11.5,0.93,NA,316.6112302,1.021788524,0.81221954,0.770378856,1.704094495,0.111132896,0.126950619,0.124243536,0.606691987,0.505374316,0.141899515,0.063186671,0.46335601,0.128873652,0.216598937,0.161976465,0.24186255,0.05156386
Plate4,E12,D_24_5_BC,263.83,21.88,0.4,NA,428.1241051,0.74067422,0.80630475,1.308392626,1.389946124,0.16580671,0.147889725,0.199669059,0.690725945,0.274454839,0.10822607,0.088389651,0.295749882,0.169215591,0.411182796,0.279952344,0.251270451,0.109027126
Plate4,F1,D_25_5_BC,433.39,2.91,2.72,NA,181.7424723,1.252646954,1.18323809,1.281993803,1.762253606,0.080891874,0.110983617,0.088599279,0.191251521,0.104749899,0.043270491,0.030284645,0.116459932,0.117934179,0.088896738,0.061981677,0.146492875,0.027043325
Plate4,F2,D_26_5_BC,1341.97,3.86,1.52,labeled time point 1 but in time point 5 grouping,247.5591791,1.03063337,0.560968134,2.175122113,2.235070757,0.21330506,0.206355586,0.200222108,0.21567351,0.13787607,0.059127197,0.067372003,0.209870108,0.204377146,0.007403904,0.187665809,0.217692764,0.048173886
Plate4,F3,D_27_5_BC,879.75,69.78,2.65,NA,891.0610034,1.465862993,1.24368067,1.373206019,1.853151762,0.443928127,0.550391445,0.375472638,1.427800428,0.901744847,0.262887139,0.173100607,0.50235574,0.582608741,1.056895044,0.621019994,0.799848491,0.101299369
Plate4,F4,D_28_5_BC,1251.33,3.01,1.12,NA,162.7101679,1.319981318,0.689780073,0.898918683,1.216241042,0.081924398,0.089678957,0.067939566,0.213367883,0.114252942,0.043662527,0.031068809,0.127434972,0.084586558,0.102279642,0.050883597,0.099077818,0.038071728
Plate4,F5,D_29_5_BC,639.28,92.15,5.61,NA,205.3035021,1.062610915,0.885349,1.557744669,1.686729349,0.094279661,0.109413472,0.102966637,0.190468267,0.117354208,0.064635169,0.046490857,0.123910727,0.115849562,0.083865424,0.096124151,0.177414331,0.043814762
Plate4,F6,D_30_5_BC,312.02,0.48,0.21,NA,191.6766609,1.081563293,0.930250602,1.558926484,1.682702493,0.096990851,0.108491301,0.100309711,0.214685328,0.136511532,0.044945489,0.050326859,0.122119495,0.112361389,0.111139649,0.117253438,0.180399975,0.043029439
Plate4,F7,D_31_5_BC,180.76,14.99,1.03,NA,141.2530124,1.002848835,0.879305547,1.235375841,1.730610239,0.069375265,0.074969664,0.074756695,0.168231696,0.115723015,0.030302531,0.036801742,0.108737604,0.080596043,0.086436676,0.091263111,0.140879176,0.030578327
Plate4,F8,D_32_5_BC,281.94,5.92,0.39,NA,204.8455673,0.860256768,1.000729946,1.580483522,1.518681944,0.070610915,0.077664518,0.090280624,0.234883129,0.141498029,0.035719185,0.054900655,0.143132106,0.082271603,0.113856359,0.131468718,0.150392892,0.046542721
Plate4,F9,Blank_Stained,3.32,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate4,F10,Blank_Stained,2.27,0.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate4,G1,Blank,0.79,0.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plate4,G2,Blank,1.09,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
