pool_id,foundation_spp,day_night,sampling_group,before_after,removal_control,group,time_point,sampling_day,sampling_time,do_mg_l,salinity,temp_pool,po_umol_l,nn_umol_l,nh4_umol_l,ph,dic,alk,omega_aragonite,heterotrophic_bacterioplankton_m_l,synechoococcus_m_l,autotrophic_pico_eukaryotes_m_l,m_c,bix,hix,fi,ultra_violet_humic_like,marine_humic_like,visible_humic_like,tryptophan_like,tyrosine_like,phenylalanine_like
24,Mytilus,Day,2,After,Removal,After_Removal,4,8/6/2019,11:55:00,17.76,35.2,14.7,1.129975,3.1654304,6.597003,8.23522103,1739.327311,2034.880065,2.978383391,622.23,0.68,0.28,1.029725011,0.805781381,0.885959004,0.889599854,0.04341877,0.046982639,0.045626394,0.14394006,0.103451226,0.022255727
25,Mytilus,Day,2,After,Control,After_Control,4,8/6/2019,11:53:00,5,35.6,13.1,4.77818,14.76696,33.927444,7.47112762,2229.509639,2235.431732,0.667394299,546.61,0.28,0.12,1.085773211,0.889603188,0.79668834,1.819819666,0.063398168,0.075103989,0.069170972,0.183927844,0.244008938,0.05198622
26,Phyllospadix,Day,2,After,Removal,After_Removal,4,8/6/2019,11:38:00,29.86,35.3,15.8,1.233287,3.6500896,6.5304786,8.528259775,1429.275359,1898.743971,4.513612351,485.1,0.28,0.16,0.940160037,0.9319037,1.265718069,1.736089231,0.077879435,0.086288599,0.091780756,0.18753213,0.128162311,0.03330636
27,Phyllospadix,Day,2,After,Control,After_Control,4,8/6/2019,11:37:00,12.02,36.1,12.4,1.659449,5.528144,9.5684262,7.704219514,2213.200574,2286.828825,1.108921267,489.77,0.39,0.12,1.272285414,0.844014707,0.784224389,1.710704041,0.081477881,0.095365655,0.074956181,0.266048624,0.133514557,0.047705483
28,Phyllospadix,Day,2,After,Removal,After_Removal,4,8/6/2019,11:35:00,26.73,35.3,14.6,1.194545,1.4161136,6.153507,8.63766085,1449.641103,1999.447184,5.356780389,764.28,0.57,0.33,0.940906383,0.816892965,1.257185713,1.653127587,0.063651297,0.066484642,0.070660209,0.136269862,0.162517075,0.031416962
29,Phyllospadix,Day,2,After,Control,After_Control,4,8/6/2019,11:34:00,19.14,36.4,14.4,1.020206,1.9954328,5.820885,8.403538648,1783.612652,2210.51586,4.303274141,1531.19,1.21,0.43,1.018738091,0.865155396,1.246658705,1.730338109,0.075286828,0.085799928,0.084221772,0.203304801,0.212293164,0.031504194
30,Mytilus,Day,2,After,Control,After_Control,4,8/6/2019,11:50:00,11.31,35.3,14.5,7.94211,33.774688,252.79272,7.558543958,2291.043068,2331.689449,0.883960776,486.29,0.23,0.25,1.04441482,0.868588913,1.249031071,1.735760374,0.075694161,0.085173489,0.081551398,0.211408268,0.146737909,0.042378442
31,Mytilus,Day,2,After,Control,After_Control,4,8/6/2019,11:48:00,12.56,35.1,15.5,3.603006,14.842688,21.398682,7.471815088,2098.007011,2112.027363,0.687806866,451.14,0.2,0.21,1.074297841,0.851399389,0.694527452,1.584424847,0.103667801,0.12056281,0.112224753,0.535410948,0.268812722,0.095873906
32,Mytilus,Day,2,After,Removal,After_Removal,4,8/6/2019,11:47:00,22.01,35.3,13,1.775675,7.118432,5.155641,8.304809085,1732.056204,2055.298406,3.218126509,523.67,0.55,0.13,1.051507018,0.874685414,0.79426182,1.571872058,0.033347444,0.036797859,0.034995353,0.087548722,0.098004838,0.01456034
Ocean,Ocean,Night,2,After,Ocean,After_Ocean,1,8/8/2019,23:46:00,7.86,34.9,11.4,1.03312,2.7943632,3.6699294,7.868693484,2081.341821,2198.88921,1.421439831,355.07,0.76,0.43,1.209575541,0.776474704,0.570970545,1.819555845,0.066648998,0.074400737,0.06150979,0.219436286,0.112847462,0.044223883
1,Phyllospadix,Night,2,After,Control,After_Control,1,8/8/2019,23:54:00,6.28,35.4,11.8,0.6030838,4.846592,1.5300612,7.927589311,2066.033628,2209.766752,1.647072679,747,1.56,0.61,1.279422685,0.92869588300000006,1.053214232,1.563376939,0.029501389,0.037171315,0.029053194,0.05311895,0.064487292,0.006487974
2,Phyllospadix,Night,2,After,Removal,After_Removal,1,8/8/2019,23:59:00,6.66,35.4,11.5,0.83941,1.8856272,2.106606,7.931206712,2076.6457,2220.691406,1.649350705,729.72,1.09,0.49,1.140732734,1.076026333,0.49779571,1.400674701,0.025857836,0.032449157,0.028445889,0.139048743,0.102099589,0.037118071
3,Phyllospadix,Night,2,After,Removal,After_Removal,1,8/9/2019,00:04:00,6.81,35.4,11.5,0.90398,1.7265984,2.6277138,7.942201405,2062.387857,2210.361101,1.678206124,750.27,1.33,0.72,0.890302159,0.784849134,1.679263488,1.73005538,0.046045994,0.04950052,0.055599685,0.079045781,0.046443734,0.019464672
4,Phyllospadix,Night,2,After,Control,After_Control,1,8/9/2019,00:06:00,5.7,35.4,11.5,0.891066,2.3172768,5.044767,7.844335503,2112.426703,2224.493814,1.383561639,675.64,1.75,0.65,1.221604488,1.034121395,1.227957023,1.584259551,0.033889815,0.040746118,0.033354591,0.074538301,0.046862885,0.01439057
5,Phyllospadix,Night,2,After,Control,After_Control,1,8/9/2019,00:08:00,3.54,35.4,11.4,0.865238,1.022328,3.3040452,7.651087517,2231.67021,2280.770668,0.940796413,808.86,4.81,1.16,1.142706375,0.94421024,0.744938759,1.461269198,0.050165707,0.056883497,0.049779627,0.194964538,0.106942304,0.044490149
6,Phyllospadix,Night,2,After,Removal,After_Removal,1,8/9/2019,00:10:00,4.19,35.5,11.6,2.757139,2.0522288,1.0865652,7.673525007,2268.661644,2328.359423,1.016498461,505.94,0.4,0.37,1.207445707,0.967361978,0.730061099,1.576145305,0.03744647,0.046062552,0.038148756,0.092969267,0.111522458,0.046174981
7,Phyllospadix,Night,2,After,Removal,After_Removal,1,8/9/2019,00:18:00,6.48,35.5,11.6,0.910437,0.870872,2.6831508,7.881297982,2088.301128,2214.333711,1.493451051,808.9,1.29,0.85,1.016059025,0.989759917,1.0349948,1.767149007,0.043861636,0.053934749,0.053082299,0.109309239,0.08459249,0.032540321
8,Phyllospadix,Night,2,After,Control,After_Control,1,8/9/2019,00:21:00,4.02,35.5,11.2,1.0492625,1.912132,5.1778158,7.722132976,2153.902213,2224.20618,1.060666171,615.15,1.57,1.79,1.252454719,0.706741972,0.514983265,1.53536483,0.078227411,0.085212553,0.068036434,0.340763619,0.210199605,0.067523078
9,Mytilus,Night,2,After,Control,After_Control,1,8/9/2019,00:27:00,2.17,35.4,11.2,2.021041,4.7784368,17.296344,7.356095857,2212.355345,2173.479318,0.466227721,343.68,0.53,1.39,1.27516862,0.939873046,0.96160423,1.423281985,0.036941449,0.044524524,0.034916578,0.101974082,0.079473722,0.015363351
10,Mytilus,Night,2,After,Removal,After_Removal,1,8/9/2019,00:28:00,2.95,35.4,11.2,2.983134,7.5728,15.078864,7.455031758,2231.427033,2222.849781,0.593242712,470.96,0.96,4.62,1.207735372,1.092889744,0.8621896,1.40238397,0.040347142,0.049565312,0.041039878,0.148348835,0.089822509,0.042403502
11,Mytilus,Night,2,After,Removal,After_Removal,1,8/9/2019,00:30:00,4.43,35.4,11.2,1.039577,4.657272,8.481861,7.672864077,2114.341108,2168.432696,0.929250724,510.13,0.59,0.69,0.576807404,0.718159111,1.798275608,1.87298497,0.087849879,0.074785574,0.129654324,0.240561958,0.165276367,0.053962631
12,Mytilus,Night,2,After,Control,After_Control,1,8/9/2019,00:37:00,2.16,35.5,11.1,1.950014,4.9374656,15.300612,7.33939279,2220.226647,2175.734222,0.448707294,393.94,0.32,0.53,0.756527062,1.263569196,1.055178101,1.704643232,0.064728597,0.074808556,0.098884177,0.414488609,0.322726504,0.105475337
13,Mytilus,Night,2,After,Control,After_Control,1,8/9/2019,00:39:00,1.03,35.4,11,2.117896,4.884456,20.844312,7.265855164,2138.748959,2073.423801,0.360751296,286.1,0.24,0.55,0.895795716,1.06919861,0.900575548,1.596953291,0.056127722,0.06398377,0.071426742,0.37021386,0.243173305,0.081539631
14,Mytilus,Night,2,After,Control,After_Control,1,8/9/2019,00:41:00,0.85,35.4,11.2,1.465739,4.16504,17.628966,7.282978009,2163.01309,2102.391199,0.383235431,391.96,0.89,0.56,1.286492549,1.062081275,0.591766935,1.656393227,0.038515808,0.049737788,0.038661544,0.145899831,0.14389363,0.047530832
15,Mytilus,Night,2,After,Removal,After_Removal,1,8/9/2019,00:45:00,4.66,35.5,11,5.714445,10.336872,0.38417841,7.591501022,2219.797572,2254.002297,0.804589539,670.5,1.44,4.81,1.12431823,0.801755249,0.659193224,1.487263877,0.07270765,0.082202278,0.073112999,0.364076709,0.285178785,0.091408386
16,Mytilus,Night,2,After,Removal,After_Removal,1,8/9/2019,00:34:00,5.13,35.4,11.1,1.840245,11.54852,10.7658654,7.71149408,2041.391946,2106.74856,0.975696326,599.99,0.63,0.32,1.084545138,1.124545307,0.664782406,1.636864537,0.039483605,0.050724051,0.046769885,0.194260466,0.129431315,0.045397357
Ocean,Ocean,Night,1,After,Ocean,After_Ocean,1,8/7/2019,22:45:00,8.6,35.6,11.2,1.091233,8.70872,1.330488,7.788074707,2140.110897,2232.427531,1.225174528,500.88,1.01,0.64,1.183496529,0.931274536,0.781664662,1.656188023,0.027388905,0.032677124,0.027610663,0.060301205,0.064360242,0.042207351
17,Mytilus,Night,1,After,Removal,After_Removal,1,8/7/2019,23:47:00,4.5,35.6,11.2,1.168717,3.1275664,5.4771756,7.582749435,2205.082222,2233.215122,0.791047631,660,0.68,0.31,1.364540757,2.014332881,1.035970655,1.825607086,0.168420444,0.290396029,0.212815944,0.627526675,0.321355815,0.087001776
18,Phyllospadix,Night,1,After,Control,After_Control,1,8/7/2019,23:59:00,4.5,35.6,11.7,1.536766,6.3838704,9.7901742,7.542430084,2131.777857,2150.583492,0.71110484,578.29,0.89,0.31,1.142734485,0.903240643,0.75557704,1.474501596,0.045811968,0.053742986,0.047030161,0.279843367,0.17898994,0.061550893
19,Mytilus,Night,1,After,Control,After_Control,1,8/7/2019,23:45:00,3.8,35.6,12,1.995213,7.0654224,9.6793002,7.573900484,2178.08143,2207.688308,0.79080995,387.9,0.4,0.05,1.29015235,0.947838764,0.658163027,1.613591247,0.059947043,0.076672618,0.05942912,0.316208523,0.199184706,0.068282257
20,Phyllospadix,Night,1,After,Control,After_Control,1,8/7/2019,23:52:00,4.4,35.7,11.6,1.594879,4.2634864,6.5637408,7.57048947,2284.403395,2311.156475,0.811082819,938.22,1.53,0.35,1.142216536,0.930430678,0.686200517,1.570969777,0.040135798,0.048705403,0.042641129,0.114391431,0.157849415,0.040297169
21,Phyllospadix,Night,1,After,Removal,After_Removal,1,8/7/2019,23:50:00,4.81,35.7,11.4,1.323685,4.92232,6.0869826,7.535347888,2263.351793,2278.345137,0.734994431,466.59,0.65,0.08,0.926976026,1.584517746,0.853232358,2.031022091,0.085987336,0.115365499,0.124453595,0.251195911,0.142715404,0.069413549
22,Phyllospadix,Night,1,After,Removal,After_Removal,1,8/7/2019,23:56:00,3.52,35.7,11.9,1.155803,4.1120304,5.4106512,7.637181685,2183.268199,2231.05539,0.914398654,534.36,0.77,0.39,1.170945259,1.291771119,0.829429589,1.957993768,0.078764363,0.109350172,0.093386238,0.22074032,0.149843363,0.058050636
23,Mytilus,Night,1,After,Removal,After_Removal,1,8/7/2019,23:38:00,4.39,35.7,11.9,1.168717,13.44172,3.658842,7.668545244,2157.551325,2214.856337,0.970675502,577.48,2.01,0.33,1.09349614,1.059735814,0.428606402,1.200820723,0.036931326,0.045664276,0.041759888,0.320748096,0.221813893,0.069714774
24,Mytilus,Night,1,After,Removal,After_Removal,1,8/7/2019,23:37:00,6,35.7,11.5,4.293905,10.147552,0.6763314,7.744962453,2076.086935,2157.797879,1.093221252,602.75,1.32,0.49,1.075615564,0.959922003,1.012261205,1.441765968,0.03315431,0.038278622,0.035587642,0.113311003,0.070892508,0.025356881
25,Mytilus,Night,1,After,Control,After_Control,1,8/7/2019,23:32:00,4.23,35.7,11.4,1.924186,7.648528,10.8545646,7.491559388,2165.507291,2168.845292,0.635313504,406.86,1.08,0.17,1.002679271,0.97751207,0.981838132,1.737819503,0.064090011,0.07495739,0.074757095,0.277308576,0.178473296,0.07159489
26,Phyllospadix,Night,1,After,Removal,After_Removal,1,8/7/2019,23:02:00,5.77,35.6,11.3,0.923351,7.38348,2.328354,7.709381111,2191.672939,2259.083896,1.054485029,387,0.65,0.29,1.170076692,0.976624404,0.606456019,1.63103575,0.029217883,0.037004442,0.031625655,0.081646875,0.117787791,0.045615648
27,Phyllospadix,Night,1,After,Control,After_Control,1,8/7/2019,23:00:00,4.96,35.6,11.3,1.181631,4.9526112,3.6699294,7.593447479,2230.128547,2261.931063,0.823296118,577.59,1.04,0.43,1.097826984,0.820459091,0.462840759,1.418183256,0.06598115,0.073606399,0.067047358,0.489090832,0.310992356,0.101277812
28,Phyllospadix,Night,1,After,Removal,After_Removal,1,8/7/2019,22:55:00,5.22,35.6,11.4,1.194545,5.6114448,2.1953052,7.666658165,2140.039086,2194.102587,0.938018822,651.49,1.48,0.33,1.350636238,1.084329838,0.481416965,0.832102928,0.06724132,0.082870648,0.061356748,0.37805505700000003,0.177113492,0.074037843
29,Phyllospadix,Night,1,After,Control,After_Control,1,8/7/2019,22:52:00,4.41,35.7,11.5,1.7401615,5.982512,2.2840044,7.639028144,2228.01842,2275.526844,0.922119887,718.14,1.91,0.95,1.229732642,1.077850753,1.044699646,1.617925196,0.036017581,0.045885058,0.037313036,0.120903824,0.055162931,0.033733784
30,Mytilus,Night,1,After,Control,After_Control,1,8/7/2019,23:25:00,20.8,35.6,11.3,2.724854,10.071824,18.626832,7.350343064,2216.234573,2176.962695,0.464281456,361,0.28,0.57,1.123933434,0.949296646,0.775934131,1.640144183,0.042964611,0.052118329,0.046371367,0.154954674,0.15820773899999999,0.044975801
31,Mytilus,Night,1,After,Control,After_Control,1,8/7/2019,23:23:00,1.72,35.6,11.4,4.758809,19.916464,32.042586,7.340723526,2099.660507,2062.943734,0.431749559,342.49,0.44,0.17,0.947036442,1.192191846,0.815329353,1.701425122,0.0682373,0.083673013,0.088352474,0.427266038,0.23812969,0.077582374
32,Mytilus,Night,1,After,Removal,After_Removal,1,8/7/2019,23:20:00,6.45,35.7,11.3,1.620707,8.481536,5.488263,7.692265828,2149.141899,2211.552367,0.996266319,478.44,0.61,0.29,1.198040637,1.211038679,0.903043165,1.680046035,0.034867829,0.045453616,0.037939962,0.084643667,0.099864142,0.018632437
Ocean,Ocean,Night,2,After,Ocean,After_Ocean,4,8/9/2019,03:15:00,8.11,35.4,11.6,1.123518,3.1502848,2.21748,7.854074274,2104.605015,2220.788176,1.414284061,455.57,0.84,1.03,1.112253028,0.963156684,1.292614492,1.594214786,0.029031856,0.033325671,0.029962311,0.05599065,0.040920268,0.00850033
1,Phyllospadix,Night,2,After,Control,After_Control,4,8/9/2019,03:21:00,1.89,35.5,11.2,0.703813,2.0219376,3.5923176,7.481951231,2276.328822,2273.22505,0.645514197,1038.8,0.81,0.51,1.08767559,0.971932125,0.85164441,1.334483858,0.072050148,0.085208937,0.078340397,0.252080145,0.186441733,0.069107966
2,Phyllospadix,Night,2,After,Removal,After_Removal,4,8/9/2019,03:22:00,2.66,35.5,10.9,0.736098,1.0526192,3.2929578,7.511267916,2266.099247,2270.726771,0.679569659,762.87,0.43,0.52,1.051268287,0.991499468,1.383756379,1.518793862,0.040062689,0.048382091,0.046022592,0.080919575999999993,0.057242725,0.014211031
3,Phyllospadix,Night,2,After,Removal,After_Removal,4,8/9/2019,03:24:00,3.46,35.5,10.9,1.052491,1.8098992,3.9692892,7.420601688,2324.41257,2301.007284,0.564143391,801.55,0.48,0.33,1.239298241,0.887826469,1.109515967,1.602572061,0.042743596,0.049369651,0.03983678,0.117913513,0.076995562,0.034113347
4,Phyllospadix,Night,2,After,Control,After_Control,4,8/9/2019,03:25:00,0.92,35.5,10.9,1.343056,1.1965024,7.1846352,7.413438909,2380.461883,2354.029683,0.568118747,786.96,0.56,0.88,1.182487138,0.947383041,1.069686234,1.536786303,0.037599399,0.043505851,0.036791817,0.098152418,0.058011973,0.026615781
5,Phyllospadix,Night,2,After,Control,After_Control,4,8/9/2019,03:28:00,0.81,35.5,10.4,0.807125,0.908736,2.7275004,7.312400234,2756.050642,2681.862172,0.507522349,1336.94,15.18,1.44,1.09140631,0.948129441,1.378858901,1.676890625,0.066299268,0.076081589,0.069709684,0.163745487,0.091112688,0.026901121
6,Phyllospadix,Night,2,After,Removal,After_Removal,4,8/9/2019,03:27:00,1.44,35.6,10.5,0.600501,2.631548,3.936027,7.370195082,2544.088009,2497.532479,0.540403912,479.71,0.08,0.32,1.241463004,0.901301583,1.536761234,1.583720217,0.053146284,0.061941545,0.049893992,0.099426354,0.051757239,0.022859375
7,Phyllospadix,Night,2,After,Removal,After_Removal,4,8/9/2019,03:36:00,2.89,35.5,11,1.375341,0.66413456,5.7321858,7.589296169,2284.76754,2314.000391,0.82394694,855.14,0.83,0.41,1.253128626,0.884618128,0.663062818,1.874005929,0.071678938,0.083202761,0.066396026,0.257035145,0.144270826,0.057014199
8,Phyllospadix,Night,2,After,Control,After_Control,4,8/9/2019,03:38:00,0.81,35.5,10.6,1.6239355,0.56796,5.820885,7.385571337,2460.19697,2422.054732,0.543158889,1488.06,6.24,0.6,0.918573607,1.008425123,0.675322312,1.386385056,0.070134648,0.083299877,0.090683943,0.286926297,0.17283334,0.068684063
9,Mytilus,Night,2,After,Control,After_Control,4,8/9/2019,03:42:00,1.23,35.5,10.8,2.402004,3.7939728,20.733438,7.28462059,2296.721123,2231.41021,0.402502335,630.33,0.52,1.01,1.768569913,0.71934144,0.541898357,0.928097388,0.072510794,0.083705553,0.047329513,0.258947846,0.093449734,0.02901281
10,Mytilus,Night,2,After,Removal,After_Removal,4,8/9/2019,03:44:00,2.11,35.5,10.8,5.159143,14.00968,22.507422,7.310567548,2357.591372,2301.554809,0.439491126,520.06,0.29,0.92,1.214339493,0.922019542,1.007222851,1.581217042,0.048000358,0.058339725,0.048042352,0.147259472,0.090028473,0.058528493
11,Mytilus,Night,2,After,Removal,After_Removal,4,8/9/2019,03:45:00,2.76,35.5,10.9,1.775675,6.2021232,13.415754,7.394080859,2228.619823,2199.716478,0.508228898,486.1,0.41,0.23,0.839106895,0.764619706,2.278785125,1.772193873,0.089435425,0.089712602,0.106914391,0.199161149,0.106874677,0.059607454
12,Mytilus,Night,2,After,Control,After_Control,4,8/9/2019,03:50:00,2.23,35.5,10.7,2.253493,6.2778512,18.959454,7.257112097,2227.569623,2155.102162,0.364039863,360.7,0.19,0.4,0.899114866,0.982363896,1.521168343,1.862395862,0.122099046,0.142942333,0.15898117,0.499953919,0.218073468,0.084232884
13,Mytilus,Night,2,After,Control,After_Control,4,8/9/2019,03:51:00,1.44,35.5,10.5,2.724854,5.982512,25.833642,7.253694851,2258.050343,2182.847501,0.362975768,393.38,1.15,0.41,1.127521527,1.049735622,1.594564436,1.628174364,0.04026145,0.047594145,0.042211296,0.088834395,0.048850179,0.021904658
14,Mytilus,Night,2,After,Control,After_Control,4,8/9/2019,03:54:00,1.4,35.6,10.8,2.040412,3.4910608,20.179068,7.289782749,2402.552311,2335.147268,0.427018015,570.31,1.87,1.28,1.051047086,0.883747839,1.021817591,1.418162688,0.067606877,0.073880916,0.070292679,0.236231129,0.125284367,0.033959768
15,Mytilus,Night,2,After,Removal,After_Removal,4,8/9/2019,03:56:00,2.19,35.6,10.4,0.910437,2.1279568,3.8362404,7.373113185,2250.207462,2211.809818,0.47930069,626.89,0.61,0.52,0.71357671,1.068429071,1.037672953,2.233606876,0.085224878,0.09349526,0.131023418,0.305109037,0.117737181,0.066067872
16,Mytilus,Night,2,After,Removal,After_Removal,4,8/9/2019,04:00:00,3.59,35.5,10.7,1.362427,13.63104,8.5705602,7.434119407,2128.710793,2112.364526,0.528915399,541.33,0.37,0.64,1.196211224,1.283579294,0.727030131,1.686193164,0.037859048,0.050382783,0.042118635,0.206185427,0.11305158,0.051251652
Ocean,Ocean,Night,1,After,Ocean,After_Ocean,4,8/8/2019,02:26:00,7.31,35.6,11.4,1.16226,9.08736,3.4038318,7.696376693,2103.299585,2166.093747,0.986453168,506.85,0.69,0.36,0.539681519,0.561539451,0.54394925,1.39120055,0.10958466,0.104990529,0.194541642,0.318063545,0.259122541,0.089451572
17,Mytilus,Night,1,After,Removal,After_Removal,4,8/8/2019,03:44:00,1.23,35.7,12.1,2.699026,7.1865872,15.300612,7.304946366,2274.448178,2222.512058,0.443076178,510.98,0.31,0.17,0.814928413,0.920078806,1.200095956,1.97207934,0.10663027,0.128750664,0.157990152,0.357968097,0.220598842,0.089051005
18,Phyllospadix,Night,1,After,Control,After_Control,4,8/8/2019,03:53:00,1.15,35.7,12.4,1.336599,3.899992,8.925357,7.297786913,2242.549636,2189.167308,0.434869423,583.19,0.79,0.23,1.153957055,1.731506855,0.943008666,2.184713513,0.099227554,0.155560753,0.134806362,0.426666197,0.195957133,0.077476033
19,Mytilus,Night,1,After,Control,After_Control,4,8/8/2019,03:42:00,0.92,35.7,11.8,2.143724,4.2483408,14.746242,7.305921104,2319.600674,2264.851677,0.447327848,537.09,0.39,0.23,1.354289039,0.889464563,1.401364903,1.635872392,0.048641408,0.059095395,0.043635733,0.09275451,0.046887667,0.016652427
20,Phyllospadix,Night,1,After,Control,After_Control,4,8/8/2019,03:36:00,0.96,35.8,11.8,1.284943,3.9605744,3.4592688,7.335750205,2322.583894,2276.867955,0.481538655,1009.37,6.39,0.4,1.285674585,0.95642348,1.05603558,1.283826471,0.048807134,0.057720014,0.04489473,0.11040392,0.064390394,0.023416125
21,Phyllospadix,Night,1,After,Removal,After_Removal,4,8/8/2019,03:39:00,1.66,35.6,12.6,1.330142,2.8322272,7.6170438,7.371569756,2379.550821,2346.889009,0.552927798,402.3,0.17,0.24,1.112496522,0.940995493,1.469996529,1.48300958,0.040821351,0.047351077,0.042562899,0.087580379,0.033903453,0.019325295
22,Phyllospadix,Night,1,After,Removal,After_Removal,4,8/8/2019,03:49:00,1.66,35.7,12.7,1.61425,1.9007728,4.5680088,7.467020672,2381.160246,2379.809698,0.695770655,620.42,0.6,0.27,1.018228748,1.034694265,1.254768549,1.477639598,0.047273921000000003,0.055209402,0.05422102,0.137783686,0.084663679,0.038349116
23,Mytilus,Night,1,After,Removal,After_Removal,4,8/8/2019,03:27:00,2.31,35.7,12.1,4.209964,6.588336,17.73984,7.417298698,2204.898691,2190.853807,0.559761287,685.82,2.2,0.57,0.665030539,0.909736497,1.178337035,1.694422758,0.065025216,0.060124878,0.090409198,0.256144,0.200420391,0.062038548
24,Mytilus,Night,1,After,Removal,After_Removal,4,8/8/2019,03:25:00,3.12,35.9,12.1,1.065405,3.0215472,6.3309054,7.466215508,2159.550939,2157.894978,0.616690345,646.71,1.11,0.48,1.150392748,1.075721304,0.820492525,1.652607733,0.035356577,0.044600718,0.038769992,0.192626849,0.087055942,0.022212645
25,Mytilus,Night,1,After,Control,After_Control,4,8/8/2019,03:16:00,1.23,35.8,11.9,4.074367,7.042704,18.183336,7.341474148,2289.432147,2249.533412,0.483121935,611.47,0.29,0.13,1.023795791,1.007248809,1.297414068,1.984954787,0.069337279,0.085875503,0.083879523,0.23812592,0.114649125,0.038698308
26,Phyllospadix,Night,1,After,Removal,After_Removal,4,8/8/2019,02:35:00,1.45,35.7,11.7,1.54968,3.8015456,6.1867692,7.330952397,2341.705014,2293.545465,0.477217083,911.39,0.73,0.45,1.05247061,0.932582559,1.413248179,1.615574657,0.046293599,0.055465293,0.052700087,0.097501688,0.039922916,0.021394772
27,Phyllospadix,Night,1,After,Control,After_Control,4,8/8/2019,02:33:00,0.79,35.7,11.6,1.504481,1.5599968,7.594869,7.248783472,2334.851116,2258.771812,0.389707971,1388.21,1.93,0.77,0.963400642,1.042841807,0.615094673,1.334659596,0.070429384,0.082636607,0.085775952,0.429418478,0.204228083,0.058014479
28,Phyllospadix,Night,1,After,Removal,After_Removal,4,8/8/2019,02:31:00,1.03,35.7,11.7,0.942722,2.4384416,3.4814436,7.304164906,2330.948637,2273.703987,0.445795811,972.11,0.8,0.29,1.007777692,0.918038254,0.699102354,1.191842266,0.041769509,0.046996503,0.0466338,0.219278954,0.107906333,0.027900926
29,Phyllospadix,Night,1,After,Control,After_Control,4,8/8/2019,02:29:00,0.84,35.7,12,2.556972,2.7602856,7.872054,7.25922055,2393.324609,2321.397135,0.416427345,1414.71,4.33,1.15,1.043148013,1.12340143,0.92945961,1.689413967,0.063337121,0.078437254,0.075192832,0.280292997,0.135919656,0.056040118
30,Mytilus,Night,1,After,Control,After_Control,4,8/8/2019,02:52:00,0.87,35.7,11.5,7.42555,20.44656,39.471144,7.31751868,2588.352176,2533.232271,0.506749287,594.22,0.49,0.77,1.051595454,1.257330106,0.466299224,1.659125218,0.190742657,0.278894725,0.265211041,1.391156294,0.765103266,0.241155306
31,Mytilus,Night,1,After,Control,After_Control,4,8/8/2019,02:50:00,1.08,35.6,11.8,8.3941,14.38832,42.68649,7.389659284,2269.545434,2248.594171,0.532464754,564.54,0.39,0.23,1.214241541,1.04519112,1.740311111,1.694688025,0.055888358,0.070353424,0.057940222,0.118191061,0.064368785,0.004067242
32,Mytilus,Night,1,After,Removal,After_Removal,4,8/8/2019,02:48:00,4.17,35,11.6,1.646535,8.102896,6.6413526,7.486912076,2139.892532,2141.033812,0.618498096,582.46,0.49,0.16,1.132813343,1.006935625,0.801412588,1.603701829,0.031985814,0.038159257,0.033685388,0.089902732,0.076815812,0.020340684
